pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,sy_gaiamag
TOI-559 b,TOI-559,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.98390950,0.072300,12.229,1910.14873,0.151000,,1180,G V,5925.00,1.23,1.03,-0.069,[Fe/H],4.27,233.2660000,10.9777000
TOI-561 b,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.44656880,0.010600,1.425,2.00000,0.000000,4745.00,2310,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,85.7990000,10.0128000
TOI-561 c,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.77883100,0.088400,2.910,5.39000,0.030000,68.20,800,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,85.7990000,10.0128000
TOI-561 d,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),25.71240000,0.158000,2.820,13.20000,0.122000,21.40,598,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,85.7990000,10.0128000
TOI-561 e,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),77.03000000,0.328000,2.550,12.60000,0.079000,4.96,415,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,85.7990000,10.0128000
TOI-564 b,TOI-564,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.65114400,0.027340,11.433,464.98529,0.072000,1423.00,1714,,5640.00,1.09,1.00,0.143,[Fe/H],4.36,199.5810000,11.1424000
TOI-5678 b,TOI-5678,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),47.73022000,0.249000,4.910,20.00000,0.140000,,513,G7 V,5485.00,0.94,0.91,0.000,[Fe/H],4.34,165.3930000,11.1483000
TOI-5704 b,TOI-5704,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.77111600,,3.227,,,,949,,4590.00,0.76,0.73,0.428,[Fe/H],4.54,89.6370000,11.2746000
TOI-5803 b,TOI-5803,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),5.38305000,,3.273,,,,679,,5134.00,0.76,0.87,,,4.61,84.0126000,10.4782000
TOI-615 b,TOI-615,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.66159830,0.067800,18.977,138.25536,0.390000,1286.00,1666,F2 V,6850.00,1.73,1.45,-0.100,[Fe/H],4.20,360.4080000,10.5775000
TOI-620 b,TOI-620,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),5.09881790,0.048250,3.760,,0.220000,20.80,604,M2.5 V,3708.00,0.55,0.58,0.350,[Fe/H],4.72,33.0231000,11.3104000
TOI-622 b,TOI-622,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),6.40251300,0.070800,9.236,96.30201,0.420000,602.00,1388,F6 V,6400.00,1.42,1.31,0.090,[Fe/H],4.20,123.2970000,8.8910300
TOI-628 b,TOI-628,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.40956750,0.048600,11.882,2011.86390,0.072000,,1586,,6250.00,1.34,1.31,0.258,[Fe/H],4.30,178.6800000,10.0579000
TOI-640 b,TOI-640,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),5.00377750,0.066080,19.851,279.69040,0.050000,,1749,,6460.00,2.08,1.54,0.072,[Fe/H],3.99,341.9970000,10.4006000
TOI-672 b,TOI-672,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.63357500,,5.260,,,,676,,3765.00,0.54,0.54,-0.710,[Fe/H],4.70,66.9071000,12.7364000
TOI-674 b,TOI-674,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.97714300,0.025000,5.250,23.60000,0.000000,38.40,635,M2 V,3514.00,0.42,0.42,0.170,[Fe/H],4.81,46.0851000,13.0914000
TOI-677 b,TOI-677,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),11.23660000,0.103800,13.115,392.83788,0.435000,,1252,F8,6295.00,1.28,1.18,0.000,[Fe/H],4.29,141.8120000,9.6608200
TOI-700 b,TOI-700,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),9.97721900,0.067700,0.914,,0.075000,4.98,,M2.5 V,3459.00,0.42,0.41,-0.070,[Fe/H],4.81,31.1265000,12.0665000
TOI-700 c,TOI-700,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.05113700,0.092900,2.600,,0.068000,2.64,,M2.5 V,3459.00,0.42,0.41,-0.070,[Fe/H],4.81,31.1265000,12.0665000
TOI-700 d,TOI-700,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),37.42396000,0.163300,1.073,,0.042000,0.85,,M2.5 V,3459.00,0.42,0.41,-0.070,[Fe/H],4.81,31.1265000,12.0665000
TOI-700 e,TOI-700,1,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),27.80978000,0.134000,0.953,,0.059000,1.27,,M2.5 V,3459.00,0.42,0.41,-0.070,[Fe/H],4.81,31.1265000,12.0665000
TOI-712 b,TOI-712,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.53136100,0.079280,2.049,,0.540000,22.60,650,K4.5 V,4622.00,0.67,0.73,-0.020,[Fe/H],4.64,58.6212000,10.5785000
TOI-712 c,TOI-712,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),51.69906000,0.244700,2.701,,0.089000,3.08,370,K4.5 V,4622.00,0.67,0.73,-0.020,[Fe/H],4.64,58.6212000,10.5785000
TOI-712 d,TOI-712,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),84.83960000,0.340500,2.474,,0.073000,1.60,314,K4.5 V,4622.00,0.67,0.73,-0.020,[Fe/H],4.64,58.6212000,10.5785000
TOI-715 b,TOI-715,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),19.28800400,0.083000,1.550,,,0.67,234,M4,3075.00,0.24,0.23,-0.250,[Fe/H],5.00,42.4048000,14.8940000
TOI-733 b,TOI-733,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.88476500,0.061800,1.992,5.72000,0.046000,207.10,1056,G,5585.00,0.95,0.96,-0.040,[Fe/H],4.47,75.2092000,9.2888100
TOI-763 b,TOI-763,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.60570000,0.060000,2.280,9.79000,0.040000,,1038,G,5450.00,0.90,0.92,0.010,[Fe/H],4.45,95.1274000,9.9991500
TOI-763 c,TOI-763,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),12.27370000,0.101100,2.630,9.32000,0.040000,,800,G,5450.00,0.90,0.92,0.010,[Fe/H],4.45,95.1274000,9.9991500
TOI-776 b,TOI-776,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.24661000,0.065200,1.850,4.00000,0.060000,11.50,514,M1 V,3709.00,0.54,0.54,-0.200,[Fe/H],4.73,27.1701000,10.7409000
TOI-776 c,TOI-776,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),15.66530000,0.100000,2.020,5.30000,0.040000,4.90,415,M1 V,3709.00,0.54,0.54,-0.200,[Fe/H],4.73,27.1701000,10.7409000
TOI-778 b,TOI-778,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.63361100,0.060000,15.400,878.00000,0.210000,,1561,F3 V,6643.00,1.71,1.40,0.000,[m/H],4.05,161.7430000,8.9943600
TOI-784 b,HD 307842,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.79703650,0.038000,1.930,9.67000,0.000000,,,G,5558.00,0.91,0.91,-0.130,[Fe/H],4.48,64.5997000,9.2350100
TOI-813 b,TOI-813,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),83.89110000,0.423000,6.710,,0.000000,23.10,610,G0 IV,5907.00,1.94,1.32,0.100,[Fe/H],3.86,263.1450000,10.2352000
TOI-824 b,TOI-824,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.39297800,0.021770,2.926,18.46700,,412.00,1253,K4 V,4600.00,0.69,0.71,-0.092,[Fe/H],4.61,63.9262000,10.7616000
TOI-833 b,TOI-833,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.04187770,0.017100,1.270,,,,1118,,3920.00,0.60,0.61,,,4.67,41.7148000,11.0750000
TOI-836 b,TOI-836,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.81673000,0.042200,1.704,4.53000,0.053000,78.84,871,K V,4552.00,0.67,0.68,-0.284,[Fe/H],4.74,27.5024000,9.4047500
TOI-836 c,TOI-836,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),8.59545000,0.075000,2.587,9.60000,0.078000,26.71,665,K V,4552.00,0.67,0.68,-0.284,[Fe/H],4.74,27.5024000,9.4047500
TOI-837 b,TOI-837,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.32487620,,8.631,,0.000000,,,G0/F9 V,6047.00,1.02,1.12,-0.069,[Fe/H[,4.47,142.4880000,10.3560000
TOI-849 b,TOI-849,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.76552414,0.015980,3.444,39.09000,0.000000,,,G,5373.80,0.92,0.93,0.190,[Fe/H],4.48,225.7340000,12.0645000
TOI-858 B b,TOI-858 B,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.27971780,0.044350,14.067,349.61125,0.150000,908.90,1529,G0,5842.00,1.31,1.08,0.153,[Fe/H],4.24,250.4890000,11.0695000
TOI-892 b,TOI-892,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.62656000,0.092000,11.994,301.93850,0.125000,,1397,F,6261.00,1.39,1.28,0.240,[Fe/H],4.26,340.5430000,11.3435000
TOI-905 b,TOI-905,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.73949400,0.046660,13.126,211.99261,0.024000,337.00,1192,,5570.00,0.92,0.97,0.140,[Fe/H],4.50,158.6490000,11.0813000
TOI-908 b,TOI-908,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.18379200,0.041657,3.186,16.13700,0.132000,80.88,1317,G V,5626.00,1.03,0.95,0.080,[Fe/H],4.45,175.7480000,11.1061000
TOI-913 b,TOI-913,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),11.09864400,,2.453,,,,712,,4969.00,0.73,0.82,-0.133,[Fe/H],4.62,65.1769000,10.1919000
TOI-942 b,TOI-942,1,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.32421000,0.048660,3.890,,0.340000,,,,,0.89,0.82,,,,152.6010000,11.6346000
TOI-942 c,TOI-942,1,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.15627200,0.085980,4.670,,0.320000,,,,,0.89,0.82,,,,152.6010000,11.6346000
TOI-954 b,TOI-954,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.68497290,0.049630,9.550,55.30242,0.140000,1393.00,1526,,5710.00,1.89,1.20,0.215,[Fe/H],3.96,238.7680000,10.2321000
TOI-969 b,TOI-969,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.82373050,0.026360,2.765,9.10000,,188.00,941,K V,4435.00,0.67,0.73,0.175,[Fe/H],4.55,77.2554000,11.2667000
TOI-969 c,TOI-969,1,1,2,Radial Velocity,2022,Multiple Observatories,1700.00000000,2.520000,,,0.628000,0.02,96,K V,4435.00,0.67,0.73,0.175,[Fe/H],4.55,77.2554000,11.2667000
TRAPPIST-1 b,TRAPPIST-1,1,1,7,Transit,2016,La Silla Observatory,1.51082600,0.011540,1.116,1.37400,,4.15,,,2566.00,0.12,0.09,,,5.24,,15.6451000
TRAPPIST-1 c,TRAPPIST-1,1,1,7,Transit,2016,La Silla Observatory,2.42193700,0.015800,1.097,1.30800,,2.21,,,2566.00,0.12,0.09,,,5.24,,15.6451000
TRAPPIST-1 d,TRAPPIST-1,1,1,7,Transit,2016,La Silla Observatory,4.04921900,0.022270,0.788,0.38800,,1.11,,,2566.00,0.12,0.09,,,5.24,,15.6451000
TRAPPIST-1 e,TRAPPIST-1,1,1,7,Transit,2017,Multiple Observatories,6.10101300,0.029250,0.920,0.69200,,0.65,,,2566.00,0.12,0.09,,,5.24,,15.6451000
TRAPPIST-1 f,TRAPPIST-1,1,1,7,Transit,2017,Multiple Observatories,9.20754000,0.038490,1.045,1.03900,,0.37,,,2566.00,0.12,0.09,,,5.24,,15.6451000
TRAPPIST-1 g,TRAPPIST-1,1,1,7,Transit,2017,Multiple Observatories,12.35244600,0.046830,1.129,1.32100,,0.25,,,2566.00,0.12,0.09,,,5.24,,15.6451000
TRAPPIST-1 h,TRAPPIST-1,1,1,7,Transit,2017,Multiple Observatories,18.77286600,0.061890,0.755,0.32600,,0.14,,,2566.00,0.12,0.09,,,5.24,,15.6451000
TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,1,Radial Velocity,2021,Multiple Observatories,193.20000000,0.660000,,,0.080000,,,,4679.00,9.99,1.04,-0.380,[Fe/H],2.49,613.4220000,9.9236900
TYC 1422-614-1 b,TYC 1422-614-1,1,1,2,Radial Velocity,2014,Multiple Observatories,198.40000000,0.690000,,,0.060000,,,,4806.00,6.85,1.15,-0.200,[Fe/H],2.85,672.4100000,9.9132900
TYC 1422-614-1 c,TYC 1422-614-1,1,1,2,Radial Velocity,2014,Multiple Observatories,559.30000000,1.370000,,,0.048000,,,,4806.00,6.85,1.15,-0.200,[Fe/H],2.85,672.4100000,9.9132900
TYC 2187-512-1 b,TYC 2187-512-1,1,1,1,Radial Velocity,2022,Calar Alto Observatory,691.90000000,1.220000,,,0.050000,,,M1.0 V,3734.00,0.49,0.50,0.080,[Fe/H],4.68,15.4744000,9.7702600
TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,1,Radial Velocity,2018,Multiple Observatories,562.00000000,1.414000,,,0.098000,,,,4776.00,5.90,1.19,-0.060,[Fe/H],2.97,490.6100000,9.4629000
TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,1,Radial Velocity,2016,McDonald Observatory,26.46800000,0.210000,,,0.036000,,1350,,5130.00,6.26,1.87,-0.080,[Fe/H],3.11,477.5160000,9.4232100
TYC 4282-00605-1 b,TYC 4282-00605-1,1,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,101.54000000,0.422000,,,0.280000,,,,4300.00,16.21,0.97,-0.070,[Fe/H],2.00,464.1280000,9.9094600
TYC 8998-760-1 b,TYC 8998-760-1,1,1,2,Imaging,2020,Paranal Observatory,,162.000000,,4449.62000,,,,K3 IV,4573.00,,1.00,,,,94.6177000,10.6505000
TYC 8998-760-1 c,TYC 8998-760-1,1,1,2,Imaging,2020,Paranal Observatory,,320.000000,12.330,1906.98000,,,1240,,,,1.00,,,,94.6177000,10.6505000
Teegarden's Star b,Teegarden's Star,1,1,2,Radial Velocity,2019,Calar Alto Observatory,4.91000000,0.025200,,,0.000000,1.15,,M7.0 V,2904.00,0.11,0.09,-0.190,[Fe/H],,3.8307800,12.2746000
Teegarden's Star c,Teegarden's Star,1,1,2,Radial Velocity,2019,Calar Alto Observatory,11.40900000,0.044300,,,0.000000,0.37,,M7.0 V,2904.00,0.11,0.09,-0.190,[Fe/H],,3.8307800,12.2746000
TrES-1 b,TrES-1,1,2,1,Transit,2004,TrES,3.03007000,,12.666,266.97720,0.000000,,,,5230.00,0.85,1.04,0.020,[Fe/H],4.57,159.6580000,11.5565000
TrES-2 b,TrES-2,1,2,1,Transit,2006,TrES,2.47063000,,15.244,473.56670,0.000000,,,,5850.00,1.12,1.36,-0.150,[Fe/H],4.43,215.3200000,11.2819000
TrES-3 b,TrES-3,1,1,1,Transit,2007,TrES,1.30618581,0.022820,14.975,607.03000,0.000000,,,,5650.00,0.83,0.93,-0.190,[Fe/H],4.40,231.3370000,12.1995000
TrES-4 b,TrES-4,1,2,1,Transit,2007,TrES,3.55395000,,18.046,247.90740,0.000000,,,,6200.00,1.66,1.08,0.140,[Fe/H],4.06,515.9800000,11.4731000
TrES-5 b,TrES-5,1,1,1,Transit,2011,TrES,1.48224686,0.024590,13.384,568.91570,,,1480,,5171.00,0.87,0.90,0.200,[Fe/H],4.52,360.3130000,13.4599000
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,1,1,1,Microlensing,2018,Mauna Kea Observatory,,4.180000,,407.00000,,,,,,,0.81,,,,6300.0000000,
USco CTIO 108 b,USco CTIO 108,1,1,1,Imaging,2008,Teide Observatory,,670.000000,,4449.62000,,,,M7,2700.00,,0.06,,,,144.0190000,17.4229000
USco1556 b,USco1556 A,1,1,1,Imaging,2019,Multiple Observatories,,3500.000000,,4767.45000,,,2240,M3.0 V,3410.00,,0.33,,,,140.6350000,14.3099000
USco1621 b,USco1621 A,1,1,1,Imaging,2019,Multiple Observatories,,2880.000000,,5085.28000,,,2270,M2.5 V,3460.00,,0.36,,,,137.9010000,14.1769000
UZ For b,UZ For,1,2,2,Eclipse Timing Variations,2011,Multiple Observatories,5840.00000000,5.900000,,2002.20000,0.040000,,,,,,0.70,,,,,16.6937000
UZ For c,UZ For,1,2,2,Eclipse Timing Variations,2011,Multiple Observatories,1916.25000000,2.800000,,2447.20000,0.050000,,,,,,0.70,,,,,16.6937000
V0391 Peg b,V0391 Peg,1,1,1,Pulsation Timing Variations,2007,Multiple Observatories,1170.00000000,1.700000,,,0.000000,,,,29300.00,0.23,0.50,,,5.40,1195.9800000,14.5897000
V1298 Tau b,V1298 Tau,1,3,4,Transit,2019,K2,24.13960000,0.168800,10.270,,0.290000,35.00,677,,,1.34,1.10,,,,108.1990000,10.0702000
V1298 Tau c,V1298 Tau,1,3,4,Transit,2019,K2,8.24958000,0.082500,5.590,,0.430000,146.00,968,,,1.34,1.10,,,,108.1990000,10.0702000
V1298 Tau d,V1298 Tau,1,3,4,Transit,2019,K2,12.40320000,0.108300,6.410,,0.210000,85.00,845,,,1.34,1.10,,,,108.1990000,10.0702000
V1298 Tau e,V1298 Tau,1,3,4,Transit,2019,K2,60.00000000,0.308000,8.740,,0.570000,10.00,492,,,1.34,1.10,,,,108.1990000,10.0702000
V830 Tau b,V830 Tau,1,1,1,Radial Velocity,2016,Multiple Observatories,4.92700000,0.057000,,222.48100,,,,,4250.00,2.00,1.00,,,,130.1110000,11.6928000
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,1,2,1,Imaging,2015,Paranal Observatory,5800000.00000000,350.000000,13.675,5085.25451,0.680000,,1194,,,,,,,,,
WASP-1 b,WASP-1,1,2,1,Transit,2007,SuperWASP,2.51994540,0.038890,16.623,271.41500,0.000000,,,,,1.47,1.24,,,,393.0720000,11.5349000
WASP-10 b,WASP-10,1,1,1,Transit,2008,SuperWASP,3.09276160,0.037810,12.106,1001.12000,,,1370,,4675.00,0.70,0.75,,,,140.9980000,12.1739000
WASP-100 b,WASP-100,1,2,1,Transit,2014,SuperWASP,2.84938000,,14.908,400.46580,0.000000,,,,6900.00,1.57,0.77,-0.030,[Fe/H],4.35,364.4110000,10.6151000
WASP-101 b,WASP-101,1,1,1,Transit,2014,SuperWASP,3.58572000,,16.029,162.09330,0.000000,,,,6380.00,1.31,1.41,0.200,[Fe/H],4.31,201.2240000,10.1380000
WASP-103 b,WASP-103,1,1,1,Transit,2014,SuperWASP,0.92554200,0.019850,17.127,473.54700,,,2508,F8 V,6110.00,1.44,1.22,0.060,[Fe/H],4.22,375.6470000,12.1931000
WASP-104 b,WASP-104,1,2,1,Transit,2014,SuperWASP,1.75541370,0.029180,12.745,404.26300,0.000000,,1516,G8,5475.00,0.96,1.08,0.320,[Fe/H],4.50,185.9320000,11.5931000
WASP-105 b,WASP-105,1,1,1,Transit,2017,SuperWASP-South,7.87288000,0.075000,10.761,572.09400,0.000000,,900,K2,5070.00,0.90,0.89,0.280,[Fe/H],4.20,169.2720000,11.8445000
WASP-106 b,WASP-106,1,1,1,Transit,2014,SuperWASP,9.28971000,,11.433,514.88460,0.000000,,,,6055.00,1.31,0.93,-0.090,[Fe/H],4.23,352.1810000,11.3659000
WASP-107 b,WASP-107,1,1,2,Transit,2017,SuperWASP-South,5.72147420,,,30.50000,0.060000,,,,4425.00,0.67,0.68,0.020,[Fe/H],4.63,64.7414000,11.1740000
WASP-107 c,WASP-107,1,1,2,Radial Velocity,2020,Multiple Observatories,1088.00000000,,,,0.280000,,,,4425.00,0.67,0.68,0.020,[Fe/H],4.63,64.7414000,11.1740000
WASP-11 b,WASP-11,1,3,1,Transit,2008,SuperWASP,3.72247000,,12.442,251.08570,0.000000,,,,4800.00,0.89,1.42,0.000,[Fe/H],4.45,124.7300000,11.5535000
WASP-110 b,WASP-110,1,1,1,Transit,2021,Paranal Observatory,3.77840121,,13.877,162.09249,0.000000,,,G9,5400.00,,,-0.060,[Fe/H],4.10,274.9600000,12.5517000
WASP-113 b,WASP-113,1,1,1,Transit,2016,SuperWASP-North,4.54216875,0.058850,15.793,150.96925,0.000000,,1496,G1,5890.00,1.61,1.32,0.100,[Fe/H],4.20,435.1560000,11.6041000
WASP-114 b,WASP-114,1,2,1,Transit,2016,SuperWASP-North,1.54877430,0.028510,15.009,562.24127,0.012000,,2043,G0,5940.00,1.43,1.29,0.140,[Fe/H],4.30,523.3370000,12.5227000
WASP-117 b,WASP-117,1,1,1,Transit,2014,SuperWASP,10.02165000,,11.882,95.34900,0.300000,,,,6040.00,1.22,1.29,-0.110,[Fe/H],4.28,157.9630000,10.0269000
WASP-118 b,WASP-118,1,1,1,Transit,2016,SuperWASP,4.04604350,0.054530,16.141,163.36462,0.000000,,1729,F6,6410.00,1.70,1.32,0.160,[Fe/H],4.10,376.6580000,10.9196000
WASP-119 b,WASP-119,1,1,1,Transit,2016,SuperWASP-South,2.49979000,0.036300,15.693,390.93090,0.058000,,1600,G5,5650.00,1.20,1.02,0.140,[Fe/H],4.26,302.4480000,12.1014000
WASP-12 b,WASP-12,1,3,1,Transit,2008,SuperWASP,1.09142000,0.023200,21.712,465.62095,,,2593,,6360.00,1.66,1.43,,,,427.2460000,11.4999000
WASP-120 b,WASP-120,1,1,1,Transit,2016,SuperWASP,3.61127060,0.051400,16.511,1541.47550,0.057000,,1880,F5,6450.00,1.87,1.39,-0.050,[Fe/H],4.04,381.1740000,10.8989000
WASP-121 b,WASP-121,1,1,1,Transit,2016,SuperWASP,1.27492504,0.025960,19.649,367.72747,0.000000,,,,,1.46,1.36,,,,269.8980000,10.3746000
WASP-123 b,WASP-123,1,2,1,Transit,2016,SuperWASP,2.97764120,0.042630,14.773,285.72917,0.000000,,1520,G5,5740.00,1.28,1.17,0.180,[Fe/H],4.29,197.9960000,10.8999000
WASP-124 b,WASP-124,1,1,1,Transit,2016,SuperWASP-South,3.37265000,0.044900,13.899,190.69800,0.017000,,1400,F9,6050.00,1.02,1.07,-0.020,[Fe/H],4.44,448.6370000,12.5754000
WASP-126 b,WASP-126,1,1,2,Transit,2016,SuperWASP-South,3.28883000,,,90.30000,,,,,5800.00,1.27,1.12,,,,216.5260000,11.0665000
WASP-126 c,WASP-126,1,1,2,Transit Timing Variations,2019,Transiting Exoplanet Survey Satellite (TESS),7.63000000,,,64.20000,0.050000,,,,5800.00,1.27,1.12,,,,216.5260000,11.0665000
WASP-127 b,WASP-127,1,2,1,Transit,2016,SuperWASP,4.17806203,0.048400,14.695,52.34660,0.000000,,,,,1.33,0.95,,,,159.5070000,10.0540000
WASP-129 b,WASP-129,1,2,1,Transit,2016,SuperWASP-South,5.74814500,0.062800,10.424,317.83000,0.096000,,1100,G1,5900.00,0.90,1.00,0.150,[Fe/H],4.53,301.4620000,11.8127000
WASP-13 b,WASP-13,1,1,1,Transit,2009,SuperWASP,4.35301000,,13.675,114.41880,0.000000,,,,5950.00,1.37,0.72,0.000,[Fe/H],4.06,227.5370000,10.3800000
WASP-130 b,WASP-130,1,1,1,Transit,2016,SuperWASP-South,11.55098000,0.101200,9.976,390.93090,0.000000,,833,G6,5625.00,0.96,1.04,0.260,[Fe/H],4.49,172.2560000,10.9717000
WASP-131 b,WASP-131,1,1,1,Transit,2016,SuperWASP-South,5.32202300,0.060700,13.675,85.81410,0.000000,,1460,G0,6030.00,1.53,1.06,-0.180,[Fe/H],4.09,200.0750000,9.8670800
WASP-132 b,WASP-132,1,1,2,Transit,2016,SuperWASP-South,7.13351400,0.067000,10.050,,0.070000,,,K4,4714.00,0.75,0.78,0.180,[Fe/H],4.58,122.9100000,11.7538000
WASP-132 c,WASP-132,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.01153400,0.018200,1.850,37.35000,0.130000,,,K4,4714.00,0.75,0.78,0.180,[Fe/H],4.58,122.9100000,11.7538000
WASP-133 b,WASP-133,1,1,1,Transit,2016,SuperWASP-South,2.17642300,0.034500,13.563,368.68280,0.170000,,1790,G4,5700.00,1.44,1.16,0.290,[Fe/H],4.18,559.0840000,12.7146000
WASP-135 b,WASP-135,1,1,1,Transit,2015,SuperWASP,1.40137940,0.024300,14.572,603.87700,0.000000,,,G5 V,5675.00,0.96,0.98,0.020,[Fe/H],4.47,298.2140000,13.0045000
WASP-136 b,WASP-136,1,1,1,Transit,2016,SuperWASP,5.21535700,0.066100,15.468,479.92330,,,1742,,6260.00,2.21,1.41,-0.180,[Fe/H],3.90,275.5870000,9.8192900
WASP-138 b,WASP-138,1,1,1,Transit,2016,SuperWASP,3.63443300,0.049400,12.218,387.75260,,,1590,,6272.00,1.36,1.22,-0.090,[Fe/H],4.25,414.2340000,11.6873000
WASP-139 b,WASP-139,1,2,1,Transit,2016,SuperWASP-South,5.92426200,0.062000,8.967,37.18611,0.000000,,910,K0,5310.00,0.80,0.92,0.200,[Fe/H],4.59,212.4720000,12.2715000
WASP-14 b,WASP-14,1,3,1,Transit,2008,SuperWASP,2.24375000,,15.468,2809.61720,0.090000,,,,6475.00,1.40,1.62,0.000,[Fe/H],4.07,161.9970000,9.6464700
WASP-140 b,WASP-140,1,2,1,Transit,2016,SuperWASP-South,2.23598350,0.032300,16.141,775.50520,0.047000,,1320,K0,5260.00,0.87,0.90,0.120,[Fe/H],4.51,117.5980000,10.8202000
WASP-141 b,WASP-141,1,1,1,Transit,2016,SuperWASP-South,3.31065100,0.046900,13.563,854.96270,0.000000,,1540,F9,5900.00,1.37,1.25,0.290,[Fe/H],4.26,516.5430000,12.4822000
WASP-142 b,WASP-142,1,1,1,Transit,2016,SuperWASP-South,2.05286800,0.034700,17.150,266.97720,0.000000,,2000,F8,6010.00,1.64,1.33,0.260,[Fe/H],4.13,730.9330000,12.7568000
WASP-144 b,WASP-144,1,1,1,Transit,2018,SuperWASP-South,2.27831520,0.031600,9.528,139.84520,0.000000,,1260,K2 V,5200.00,0.81,0.81,0.180,,4.53,355.5130000,12.9150000
WASP-145 A b,WASP-145 A,1,2,1,Transit,2018,SuperWASP-South,1.76903810,0.026100,10.088,282.86870,0.000000,,1200,K2 V,4900.00,0.68,0.76,-0.040,,4.65,91.2990000,11.3583000
WASP-147 b,WASP-147,1,1,1,Transit,2018,SuperWASP-South,4.60273000,0.054900,12.498,87.40325,0.000000,,1404,G4,5702.00,1.43,1.04,0.092,[Fe/H],,436.0980000,12.1832000
