pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,sy_gaiamag
HAT-P-12 b,HAT-P-12,1,1,1,Transit,2009,HATNet,3.21305980,0.038400,10.749,67.05900,0.000000,,963,K4,4650.00,0.70,0.73,-0.290,[Fe/H],4.61,142.7510000,12.4197000
HAT-P-13 b,HAT-P-13,1,1,2,Transit,2009,HATNet,2.91625000,,14.258,270.46200,0.013300,,,,,,,,,,246.8100000,10.4168000
HAT-P-13 c,HAT-P-13,1,1,2,Radial Velocity,2009,W. M. Keck Observatory,446.27000000,,,,0.661600,,,,,,,,,,246.8100000,10.4168000
HAT-P-14 b,HAT-P-14,1,2,1,Transit,2010,HATNet,4.62767000,,15.917,1093.33520,0.110000,,,,6600.00,1.82,2.65,0.110,[Fe/H],4.25,222.6630000,9.8728300
HAT-P-15 b,HAT-P-15,1,1,1,Transit,2010,HATNet,10.86350000,,11.882,616.59020,0.190000,,,,5568.00,1.07,1.00,0.220,[Fe/H],4.38,192.5160000,11.7232000
HAT-P-16 b,HAT-P-16,1,3,1,Transit,2010,HATNet,2.77596000,0.041300,14.448,1332.60500,0.036000,,1626,F8,6158.00,1.24,1.22,0.170,[Fe/H],4.34,226.6370000,10.7568000
HAT-P-17 b,HAT-P-17,1,1,2,Transit,2010,HATNet,10.33852000,,11.769,184.34140,0.350000,,,,5246.00,0.87,0.99,0.000,[Fe/H],4.53,92.3831000,10.2743000
HAT-P-17 c,HAT-P-17,1,1,2,Radial Velocity,2010,W. M. Keck Observatory,5584.00000000,5.600000,,,0.390000,,,,5336.96,0.84,0.92,0.051,[M/H],4.55,92.3831000,10.2743000
HAT-P-18 b,HAT-P-18,1,1,1,Transit,2010,HATNet,5.50802300,0.055900,11.153,62.61000,0.084000,,852,K2,4803.00,0.75,0.77,0.100,[Fe/H],4.57,161.4000000,12.3682000
HAT-P-19 b,HAT-P-19,1,1,1,Transit,2010,HATNet,4.00877800,0.046600,12.689,92.80200,0.067000,,1010,K1,4990.00,0.82,0.84,0.230,[Fe/H],4.54,202.0780000,12.5567000
HAT-P-2 b,HAT-P-2,1,1,2,Transit,2007,HATNet,5.63351580,0.068140,,,0.517200,,,F8,6380.00,1.39,1.33,0.180,[Fe/H],,127.7740000,8.5984200
HAT-P-2 c,HAT-P-2,1,1,2,Radial Velocity,2023,Multiple Observatories,8500.00000000,,,3400.76395,0.370000,,,,,,1.33,,,,127.7740000,8.5984200
HAT-P-20 b,HAT-P-20,1,1,1,Transit,2010,HATNet,2.87531700,0.036100,9.718,2302.89900,0.015000,,970,K3,4595.00,0.69,0.76,0.350,[Fe/H],4.63,71.0374000,10.9903000
HAT-P-21 b,HAT-P-21,1,1,1,Transit,2010,HATNet,4.12448000,,12.442,1547.83210,0.230000,,,,5588.00,1.21,1.24,0.010,[Fe/H],4.33,277.2780000,11.5583000
HAT-P-22 b,HAT-P-22,1,2,1,Transit,2010,HATNet,3.21222000,,12.890,785.04010,0.020000,,,,5302.00,1.11,1.13,0.240,[Fe/H],4.36,81.7647000,9.5193600
HAT-P-23 b,HAT-P-23,1,1,1,Transit,2010,HATNet,1.21288400,0.023200,15.334,664.23700,0.106000,,2056,G0,5905.00,1.20,1.13,0.150,[Fe/H],4.33,364.8130000,12.1741000
HAT-P-24 b,HAT-P-24,1,2,1,Transit,2010,HATNet,3.35524000,,14.572,238.37250,0.070000,,,,6373.00,1.38,1.37,-0.160,[Fe/H],4.27,415.3440000,11.6396000
HAT-P-25 b,HAT-P-25,1,1,1,Transit,2010,HATNet,3.65281514,0.046600,12.722,180.84527,0.023000,325.00,1182,,5519.00,0.92,1.01,0.294,[Fe/H],4.52,300.3840000,12.8416000
HAT-P-26 b,HAT-P-26,1,1,1,Transit,2010,HATNet,4.23452000,,7.062,22.24810,0.120000,,,,5079.00,0.87,1.12,-0.040,[Fe/H],4.56,141.8370000,11.4641000
HAT-P-27 b,HAT-P-27,1,2,1,Transit,2011,HATNet,3.03957700,0.040000,11.430,197.05000,0.000000,,,,5316.00,0.86,0.92,0.300,[M/H],4.53,199.1730000,11.9562000
HAT-P-28 b,HAT-P-28,1,1,1,Transit,2011,HATNet,3.25721500,0.043400,13.585,198.95300,0.051000,,1384,G3,5680.00,1.10,1.02,0.120,[Fe/H],4.36,401.3190000,12.8718000
HAT-P-29 b,HAT-P-29,1,2,1,Transit,2011,HATNet,5.72319000,,13.115,279.69040,0.090000,,,,6087.00,1.30,1.45,0.210,[Fe/H],4.34,313.5760000,11.7336000
HAT-P-3 b,HAT-P-3,1,2,1,Transit,2007,HATNet,2.89970000,,10.536,206.58950,0.000000,,,,5185.00,0.87,1.06,0.270,[Fe/H],4.56,134.5540000,11.2795000
HAT-P-30 b,HAT-P-30,1,2,1,Transit,2011,HATNet,2.81060000,,16.141,263.79890,0.040000,,,,6304.00,1.31,1.55,0.130,[Fe/H],4.36,213.9850000,10.2998000
HAT-P-31 b,HAT-P-31,1,1,1,Transit,2011,HATNet,5.00542000,,12.218,721.47410,0.250000,,,,6065.00,1.39,1.31,0.150,[Fe/H],4.26,344.0500000,11.4501000
HAT-P-32 b,HAT-P-32,1,2,1,Transit,2011,HATNet,2.15000820,0.033970,22.194,216.12440,0.159000,1841.00,1836,,6001.00,1.37,1.13,-0.160,[Fe/H],4.22,289.2050000,11.1335000
HAT-P-33 b,HAT-P-33,1,2,1,Transit,2011,HATNet,3.47447000,,20.737,292.40360,0.000000,,,,6446.00,1.79,1.82,0.050,[Fe/H],4.15,396.1100000,11.0238000
HAT-P-34 b,HAT-P-34,1,1,1,Transit,2011,HATNet,5.45265400,0.067740,13.417,1058.37390,0.432000,,,,6442.00,1.53,1.39,0.220,,,249.3250000,10.1944000
HAT-P-35 b,HAT-P-35,1,3,1,Transit,2011,HATNet,3.64670600,0.049780,14.930,335.62848,0.020000,,,,6096.00,1.44,1.24,0.110,,,506.9650000,12.2802000
HAT-P-36 b,HAT-P-36,1,1,1,Transit,2011,HATNet,1.32734683,0.024100,14.314,587.41341,,,1781,,5620.00,1.04,1.03,,,,294.4190000,12.0930000
HAT-P-37 b,HAT-P-37,1,1,1,Transit,2011,HATNet,2.79743600,0.037900,13.204,371.52800,0.058000,,1271,,5500.00,0.88,0.93,,,,390.5940000,13.2615000
HAT-P-38 b,HAT-P-38,1,1,1,Transit,2012,HATNet,4.64038200,0.052300,9.247,84.85700,0.067000,,1082,,5330.00,0.92,0.89,,,,255.2060000,12.3021000
HAT-P-39 b,HAT-P-39,1,2,1,Transit,2012,HATNet,3.54387000,0.050900,17.609,190.37200,0.000000,,1752,,6430.00,1.62,1.40,,,,697.0040000,12.2269000
HAT-P-4 b,HAT-P-4,1,2,1,Transit,2007,HATNet,3.05653600,0.044380,14.280,213.25500,0.000000,,1686,,5860.00,,,,,,320.4510000,11.0634000
HAT-P-40 b,HAT-P-40,1,1,1,Transit,2012,HATNet,4.45724000,,17.038,152.55840,0.000000,,,,6080.00,1.94,1.03,0.220,[Fe/H],3.93,464.4690000,11.4162000
HAT-P-41 b,HAT-P-41,1,2,1,Transit,2012,HATNet,2.69405000,,22.978,378.21770,0.000000,,,,6390.00,2.05,2.56,0.210,[Fe/H],4.14,348.1850000,10.9390000
HAT-P-42 b,HAT-P-42,1,1,1,Transit,2012,HATNet,4.64187800,0.057500,14.348,331.80100,0.000000,,1428,,5743.00,1.53,1.18,0.270,[Fe/H],4.14,405.2380000,12.0031000
HAT-P-43 b,HAT-P-43,1,1,1,Transit,2012,HATNet,3.33264140,0.044400,13.630,,,,1353,,5693.00,1.08,1.03,0.200,[Fe/H],4.38,528.8250000,13.2165000
HAT-P-44 b,HAT-P-44,1,1,2,Transit,2014,HATNet,4.30121900,0.050700,13.922,111.87100,0.044000,,1108,,5295.00,0.95,0.94,0.330,[Fe/H],4.46,347.8500000,12.9729000
HAT-P-44 c,HAT-P-44,1,1,2,Radial Velocity,2014,W. M. Keck Observatory,872.20000000,1.752000,,,0.494000,,,,5295.00,0.95,0.94,0.330,[Fe/H],4.46,347.8500000,12.9729000
HAT-P-45 b,HAT-P-45,1,1,1,Transit,2014,HATNet,3.12899200,0.045200,15.984,283.49200,0.049000,,1652,,6330.00,1.32,1.26,0.070,[Fe/H],4.30,298.6400000,12.3977000
HAT-P-46 b,HAT-P-46,1,1,1,Transit,2014,HATNet,4.46312900,0.057700,14.392,156.68400,0.123000,,1458,,6120.00,1.40,1.28,0.300,[Fe/H],4.25,290.7360000,11.6843000
HAT-P-49 b,HAT-P-49,1,1,1,Transit,2014,HATNet,2.69155000,,17.822,699.22600,0.000000,,,,6820.00,2.06,2.22,0.070,[Fe/H],4.10,350.3510000,10.2071000
HAT-P-5 b,HAT-P-5,1,1,1,Transit,2007,HATNet,2.78849000,,13.563,311.47340,0.000000,,,,5960.00,1.12,1.04,0.240,[Fe/H],4.37,303.3360000,11.8224000
HAT-P-50 b,HAT-P-50,1,1,1,Transit,2015,HATNet,3.12201090,0.045300,14.437,429.07050,0.115000,,1862,,6280.00,1.70,1.27,-0.180,[Fe/H],4.07,515.4580000,11.6722000
HAT-P-51 b,HAT-P-51,1,1,1,Transit,2015,HATNet,4.21802780,0.050690,14.493,98.20947,0.123000,,1192,,5449.00,1.04,0.98,0.270,[Fe/H],4.39,440.0890000,13.2846000
HAT-P-52 b,HAT-P-52,1,1,1,Transit,2015,HATNet,2.75359530,0.036940,11.310,259.98494,0.047000,,1218,,5131.00,0.89,0.89,0.280,[Fe/H],4.48,361.1550000,13.7870000
HAT-P-53 b,HAT-P-53,1,1,1,Transit,2015,HATNet,1.96162410,0.031590,14.773,471.65972,0.134000,,1778,,5956.00,1.21,1.09,0.000,[Fe/H],4.31,666.8020000,13.5142000
HAT-P-54 b,HAT-P-54,1,1,1,Transit,2015,HATNet,3.79984700,0.041170,10.581,241.55080,0.074000,,818,,4390.00,0.62,0.65,-0.127,[Fe/H],4.67,143.6510000,13.0172000
HAT-P-55 b,HAT-P-55,1,1,1,Transit,2015,HATNet,3.58524670,0.046040,13.249,184.97706,0.139000,,1313,,5808.00,1.01,1.01,-0.030,[Fe/H],4.43,511.3880000,13.0955000
HAT-P-56 b,HAT-P-56,1,1,1,Transit,2015,HATNet,2.79083000,,16.926,734.18730,,,,,6566.00,1.47,1.42,0.000,[Fe/H],3.39,320.6390000,10.8245000
HAT-P-57 b,HAT-P-57,1,3,1,Transit,2015,HATNet,2.46530000,,19.504,448.14030,0.000000,,,,6330.00,1.85,2.77,-0.250,[Fe/H],4.25,279.8600000,10.4253000
HAT-P-58 b,HAT-P-58,1,1,1,Transit,2021,HATNet,4.01383790,0.049940,14.930,118.23217,0.073000,1146.00,1622,,6078.00,1.53,1.03,-0.224,[Fe/H],4.08,515.5900000,12.7202000
HAT-P-59 b,HAT-P-59,1,1,1,Transit,2021,HATNet,4.14197710,0.050640,12.588,489.45575,0.030000,441.40,1278,,5678.00,1.10,1.01,0.217,[Fe/H],4.36,265.4710000,11.6787000
HAT-P-6 b,HAT-P-6,1,1,1,Transit,2007,HATNet,3.85298000,,16.589,419.53560,0.000000,,,,6570.00,1.62,1.79,-0.130,[Fe/H],4.22,275.3580000,10.3056000
HAT-P-60 b,HAT-P-60,1,1,1,Transit,2021,HATNet,4.79478130,0.062770,18.282,182.43351,0.250000,1634.00,1772,,6212.00,2.20,1.44,0.037,[Fe/H],3.91,233.2200000,9.5635500
HAT-P-61 b,HAT-P-61,1,1,1,Transit,2021,HATNet,1.90231289,0.030100,10.077,335.94463,0.113000,849.50,1505,,5587.00,0.94,1.00,0.194,[Fe/H],4.50,338.8400000,12.9386000
HAT-P-62 b,HAT-P-62,1,1,1,Transit,2021,HATNet,2.64532350,0.037720,12.027,241.86742,0.101000,867.20,1512,,5629.00,1.17,1.02,0.414,[Fe/H],4.31,348.8150000,12.4362000
HAT-P-63 b,HAT-P-63,1,1,1,Transit,2021,HATNet,3.37772800,0.042940,12.543,195.14664,0.069000,387.40,1237,,5400.00,0.97,0.93,0.251,[Fe/H],4.43,4483.0500000,19.8790000
HAT-P-64 b,HAT-P-64,1,1,1,Transit,2021,HATNet,4.00723200,0.053870,19.089,184.34048,0.101000,1611.00,1766,,6457.00,1.74,1.30,-0.113,[Fe/H],4.07,651.8970000,12.6221000
HAT-P-65 b,HAT-P-65,1,1,1,Transit,2016,HATNet,2.60545520,0.039510,21.185,167.49641,0.304000,,1930,G2,5835.00,1.86,1.21,0.100,[Fe/H],3.98,738.5190000,12.9952000
HAT-P-66 b,HAT-P-66,1,1,1,Transit,2016,HATNet,2.97208600,0.043630,17.822,248.86089,0.090000,,1896,G0,6002.00,1.88,1.25,0.035,[Fe/H],3.99,935.4560000,12.8922000
HAT-P-67 b,HAT-P-67,1,2,1,Transit,2017,HATNet,4.81010250,0.065050,23.371,108.06220,0.000000,,1903,,6406.00,2.55,1.64,-0.080,[Fe/H],3.85,371.6860000,9.9749600
HAT-P-68 b,HAT-P-68,1,1,1,Transit,2020,HATNet,2.29840551,0.029960,12.016,230.10892,0.041000,184.80,1028,K,4508.00,0.67,0.68,-0.059,[Fe/H],4.62,202.1520000,13.5442000
HAT-P-69 b,HAT-P-69,1,1,1,Transit,2019,HATNet,4.78694910,0.065550,18.786,1137.83140,0.000000,,1930,,7394.00,1.93,1.65,-0.069,[Fe/H],4.11,341.2630000,9.7733200
HAT-P-7 b,HAT-P-7,1,2,1,Transit,2008,HATNet,2.20474000,,16.926,584.80720,0.000000,,,,6389.00,2.00,1.56,0.260,[Fe/H],4.07,341.0790000,10.3654000
HAT-P-70 b,HAT-P-70,1,1,1,Transit,2019,HATNet,2.74432452,0.047390,20.961,2154.88740,0.000000,,2562,,8450.00,1.86,1.89,-0.059,[Fe/H],4.18,330.7390000,9.4517400
HAT-P-8 b,HAT-P-8,1,3,1,Transit,2008,HATNet,3.07634000,,15.693,406.82240,0.000000,,,,6200.00,1.57,1.27,0.010,[Fe/H],4.15,211.5530000,10.1489000
HAT-P-9 b,HAT-P-9,1,1,1,Transit,2008,HATNet,3.92281072,0.052870,15.614,238.05467,0.084000,931.00,1540,,6350.00,1.34,1.28,0.120,[Fe/H],4.29,455.2030000,12.1536000
HATS-1 b,HATS-1,1,1,1,Transit,2012,HATSouth,3.44645900,0.044400,14.594,589.55000,0.120000,,1359,,5870.00,1.04,0.99,,,,283.9710000,11.9363000
HATS-10 b,HATS-10,1,1,1,Transit,2015,HATSouth,3.31284600,0.044910,10.862,167.17858,0.501000,,1407,,5880.00,1.10,1.10,0.150,[Fe/H],4.39,534.8890000,12.9838000
HATS-11 b,HATS-11,1,1,1,Transit,2016,HATSouth,3.61918800,0.050700,18.030,,,,1596,,6563.00,1.54,1.33,0.030,[Fe/H],4.19,944.6030000,13.8333000
HATS-12 b,HATS-12,1,1,1,Transit,2016,HATSouth,3.14270200,0.044100,7.760,,,,1446,,6357.00,1.17,1.16,-0.100,[Fe/H],4.36,746.1380000,12.6766000
HATS-13 b,HATS-13,1,1,1,Transit,2015,HATSouth,3.04404990,0.040570,13.585,172.58169,0.181000,,1244,,5523.00,0.89,0.96,0.050,[Fe/H],4.52,421.8550000,13.6799000
HATS-14 b,HATS-14,1,1,1,Transit,2015,HATSouth,2.76676410,0.038150,11.646,340.39593,0.142000,,1276,,5346.00,0.93,0.97,0.330,[Fe/H],4.48,513.0110000,13.7712000
HATS-15 b,HATS-15,1,1,1,Transit,2016,HATSouth,1.74748753,0.027120,12.386,689.69110,0.126000,,1505,G9 V,5311.00,0.92,0.87,0.000,[Fe/H],4.45,1139.5500000,14.6473000
HATS-16 b,HATS-16,1,1,1,Transit,2016,HATSouth,2.68650200,0.037440,14.572,1039.30410,0.000000,,1592,G3 V,5738.00,1.24,0.97,-0.100,[Fe/H],4.24,757.0440000,13.6864000
HATS-17 b,HATS-17,1,1,1,Transit,2016,HATSouth,16.25461100,0.130800,8.709,425.25654,0.029000,72.70,814,G V,5846.00,1.09,1.13,0.300,[Fe/H],4.42,400.3310000,12.2179000
HATS-18 b,HATS-18,1,1,1,Transit,2016,Multiple Observatories,0.83784000,0.017400,14.897,629.14449,,,2069,,5600.00,1.02,1.04,,,,624.3680000,13.8786000
HATS-2 b,HATS-2,1,1,1,Transit,2013,HATSouth,1.35413300,0.023000,13.092,427.46300,0.000000,,1577,K,5227.00,0.90,0.88,0.150,[Fe/H],4.48,341.9250000,13.3419000
HATS-22 b,HATS-22,1,1,1,Transit,2017,HATSouth,4.72281240,0.050250,10.682,870.85420,0.079000,,858,K V,4803.00,0.69,0.76,0.000,[Fe/H],4.64,229.5180000,13.1225000
HATS-23 b,HATS-23,1,1,1,Transit,2017,HATSouth,2.16051560,0.033970,20.849,467.21010,0.114000,,1654,G V,5780.00,1.20,1.12,0.280,[Fe/H],4.33,639.0040000,13.7520000
HATS-24 b,HATS-24,1,1,1,Transit,2017,HATSouth,1.34849780,0.023800,15.637,718.29580,0.000000,,2166,,6125.00,1.12,1.07,-0.229,[Fe/H],4.37,494.1820000,12.6911000
HATS-25 b,HATS-25,1,1,1,Transit,2016,HATSouth,4.29864320,0.051630,14.123,194.82979,0.176000,,1277,G,5715.00,1.11,0.99,0.020,[Fe/H],4.35,471.1580000,12.9353000
HATS-26 b,HATS-26,1,1,1,Transit,2016,HATSouth,3.30238810,0.047350,19.616,206.58950,0.245000,,1918,F,6071.00,2.04,1.30,-0.020,[Fe/H],3.94,861.8430000,12.8431000
HATS-27 b,HATS-27,1,1,1,Transit,2016,HATSouth,4.63703800,0.061100,16.814,168.44990,0.581000,,1659,F,6438.00,1.74,1.42,0.090,[Fe/H],4.11,816.9880000,12.6792000
HATS-28 b,HATS-28,1,1,1,Transit,2016,HATSouth,3.18107810,0.041310,13.384,213.58176,0.202000,,1253,G,5498.00,0.92,0.93,0.010,[Fe/H],4.48,535.3830000,13.7929000
HATS-29 b,HATS-29,1,1,1,Transit,2016,HATSouth,4.60587490,0.054750,14.022,207.54299,0.158000,,1212,G,5670.00,1.07,1.03,0.160,[Fe/H],4.39,353.8910000,12.4594000
HATS-3 b,HATS-3,1,1,1,Transit,2013,HATSouth,3.54785100,0.048500,15.480,340.38200,0.000000,,1648,F,6351.00,1.40,1.21,-0.157,[Fe/H],4.22,411.2110000,11.8914000
HATS-30 b,HATS-30,1,2,1,Transit,2016,HATSouth,3.17435160,0.043540,13.171,224.38798,0.096000,,1414,G,5943.00,1.06,1.09,0.060,[Fe/H],4.42,342.1400000,12.0815000
HATS-31 b,HATS-31,1,1,1,Transit,2016,HATSouth,3.37796000,0.047800,18.383,279.69040,0.233000,,1823,,6050.00,1.87,1.27,0.000,[Fe/H],4.00,773.9740000,12.9613000
HATS-32 b,HATS-32,1,1,1,Transit,2016,HATSouth,2.81265480,0.040240,14.000,292.40360,0.471000,,1437,,5700.00,1.10,1.10,0.390,[Fe/H],4.40,745.1160000,14.2166000
HATS-33 b,HATS-33,1,1,1,Transit,2016,HATSouth,2.54955510,0.037270,13.787,378.85336,0.080000,,1429,,5659.00,1.02,1.06,0.290,[Fe/H],4.45,248.4600000,11.7082000
HATS-34 b,HATS-34,1,1,1,Transit,2016,HATSouth,2.10616070,0.031660,16.029,299.07803,0.108000,,1445,,5380.00,0.98,0.95,0.250,[Fe/H],4.43,508.8420000,13.6790000
HATS-35 b,HATS-35,1,1,1,Transit,2016,HATSouth,1.82099930,0.031990,16.410,388.38826,0.306000,,2037,,6300.00,1.43,1.32,0.210,[Fe/H],4.24,514.5550000,12.4605000
HATS-36 b,HATS-36,1,1,1,Transit,2018,HATSouth,4.17518600,0.052300,12.920,,,,1203,,5950.00,1.10,1.10,0.150,[Fe/H],4.40,856.4360000,14.2330000
HATS-37 A b,HATS-37 A,1,2,1,Transit,2020,HATSouth,4.33153660,0.049130,6.793,31.46517,0.000000,229.70,1085,,5326.00,0.88,0.84,0.051,[Fe/H],4.48,211.8960000,11.9978000
HATS-38 b,HATS-38,1,1,1,Transit,2020,HATSouth,4.37502100,0.050360,6.882,23.51942,0.000000,464.70,1294,,5732.00,1.10,0.89,-0.102,[Fe/H],4.30,343.5250000,12.2781000
HATS-39 b,HATS-39,1,1,1,Transit,2018,HATSouth,4.57763480,0.060070,17.598,200.23290,0.275000,,1645,,6572.00,1.62,1.38,0.000,[Fe/H],4.16,878.5210000,12.6539000
HATS-4 b,HATS-4,1,1,1,Transit,2014,HATSouth,2.51672900,0.036200,11.433,420.47100,0.013000,,1315,G,5403.00,0.93,1.00,0.430,[Fe/H],4.51,416.4590000,13.2862000
HATS-40 b,HATS-40,1,1,1,Transit,2018,HATSouth,3.26427360,0.049970,17.710,505.34970,0.312000,,2101,,6460.00,2.26,1.56,0.010,[Fe/H],3.92,1342.2900000,13.2842000
HATS-41 b,HATS-41,1,1,1,Transit,2018,HATSouth,4.19364900,0.058300,14.908,3082.95100,0.380000,,1710,,6424.00,1.71,1.50,0.470,[Fe/H],4.14,737.6680000,12.5892000
HATS-42 b,HATS-42,1,1,1,Transit,2018,HATSouth,2.29210200,0.036890,15.693,597.52040,0.229000,,1856,,6060.00,1.48,1.27,0.220,[Fe/H],4.20,800.3770000,13.5627000
HATS-43 b,HATS-43,1,1,1,Transit,2018,HATSouth,4.38884970,0.049440,13.227,82.95363,0.173000,,1003,,5099.00,0.81,0.84,0.050,[Fe/H],4.54,362.2730000,13.4014000
HATS-44 b,HATS-44,1,1,1,Transit,2018,HATSouth,2.74390040,0.036490,11.960,177.98480,0.279000,,1161,,5080.00,0.85,0.86,0.320,[Fe/H],4.51,446.0350000,14.1595000
HATS-45 b,HATS-45,1,1,1,Transit,2018,HATSouth,4.18762440,0.055110,14.415,222.48100,0.240000,,1518,,6450.00,1.31,1.27,0.020,[Fe/H],4.30,772.1100000,13.2385000
HATS-46 b,HATS-46,1,1,1,Transit,2018,HATSouth,4.74237290,0.053670,10.122,54.98459,0.559000,,1054,,5495.00,0.85,0.92,-0.060,[Fe/H],4.54,453.8080000,13.5270000
HATS-47 b,HATS-47,1,1,1,Transit,2020,HATSouth,3.92280380,0.042690,12.520,117.27927,0.088000,87.73,853,,4512.00,0.66,0.67,-0.113,[Fe/H],4.63,300.6700000,14.3998000
HATS-48 A b,HATS-48 A,1,2,1,Transit,2020,HATSouth,3.13166660,0.037690,8.967,77.23269,0.162000,137.60,955,,4546.00,0.72,0.73,0.186,[Fe/H],4.59,263.6090000,13.8951000
HATS-49 b,HATS-49,1,1,1,Transit,2020,HATSouth,4.14804670,0.045150,8.575,112.19399,0.071000,80.45,835,,4405.00,0.70,0.71,0.208,[Fe/H],4.60,324.4130000,14.5449000
HATS-5 b,HATS-5,1,1,1,Transit,2014,HATSouth,4.76338700,0.054200,10.223,75.32300,0.019000,,1025,G,5304.00,0.87,0.94,0.190,[Fe/H],4.53,246.3840000,12.4288000
HATS-50 b,HATS-50,1,1,1,Transit,2017,HATSouth,3.82970150,0.050460,12.666,123.95370,0.516000,,,,5990.00,1.12,1.17,,,4.41,756.7420000,13.8936000
HATS-51 b,HATS-51,1,1,1,Transit,2017,HATSouth,3.34887020,0.046390,15.805,244.09344,0.330000,,1553,,5758.00,1.44,1.19,,,4.20,389.5700000,12.3293000
HATS-52 b,HATS-52,1,1,1,Transit,2017,HATSouth,1.36665436,0.024980,15.491,711.93920,0.246000,,1834,,6010.00,1.05,1.11,,,4.45,555.1340000,13.6269000
HATS-53 b,HATS-53,1,1,1,Transit,2017,HATSouth,3.85377680,0.047530,15.020,189.10885,0.330000,,1312,,5644.00,1.10,0.96,,,4.34,585.7700000,13.6564000
HATS-54 b,HATS-54,1,1,1,Transit,2019,HATSouth,2.54417650,0.037000,11.377,239.32479,0.000000,,1429,G6 V,5621.00,1.23,1.05,0.370,[Fe/H],4.20,748.5850000,13.7762000
HATS-55 b,HATS-55,1,1,1,Transit,2019,HATSouth,4.20420010,0.054120,14.022,292.72143,0.092000,,1367,,6214.00,1.13,1.20,0.108,[Fe/H],4.41,609.8380000,13.3498000
HATS-56 b,HATS-56,1,1,1,Transit,2019,HATSouth,4.32479900,0.060430,18.921,191.33366,0.019000,,1902,,6536.00,2.20,1.57,0.190,[Fe/H],3.95,564.4090000,11.4877000
HATS-57 b,HATS-57,1,1,1,Transit,2019,HATSouth,2.35062100,0.034930,12.767,1000.21101,0.028000,,1413,,5587.00,0.96,1.03,0.268,[Fe/H],4.48,279.4850000,12.1816000
HATS-58 A b,HATS-58 A,1,2,1,Transit,2019,HATSouth,4.21808960,0.057980,12.274,327.36490,0.168000,,1721,,7175.00,1.43,1.46,,,4.29,403.5910000,11.7679000
HATS-59 b,HATS-59,1,1,2,Transit,2018,HATSouth,5.41608100,0.061120,12.621,256.17098,0.129000,269.00,1128,,5670.00,1.04,1.04,0.180,[Fe/H],4.42,642.8840000,13.7854000
HATS-59 c,HATS-59,1,1,2,Radial Velocity,2018,HATSouth,1422.00000000,2.504000,,,0.083000,0.16,176,,5670.00,1.04,1.04,0.180,[Fe/H],4.42,642.8840000,13.7854000
HATS-6 b,HATS-6,1,1,1,Transit,2015,HATSouth,3.32527250,0.036230,11.187,101.38777,0.000000,,713,M1 V,3724.00,0.57,0.57,0.200,[Fe/H],4.68,169.3180000,14.3601000
HATS-60 b,HATS-60,1,1,1,Transit,2018,HATSouth,3.56082900,0.047080,12.924,210.40346,0.191000,903.90,1528,,5688.00,1.46,1.10,0.335,[Fe/H],4.15,486.4740000,12.5004000
HATS-61 b,HATS-61,1,1,1,Transit,2018,HATSouth,7.81795300,0.079080,13.395,1080.62200,0.092000,374.20,1226,,5542.00,1.66,1.08,0.247,[Fe/H],4.03,679.7610000,13.0682000
HATS-62 b,HATS-62,1,1,1,Transit,2018,HATSouth,3.27688370,0.041630,11.825,56.89157,0.298000,387.40,1237,,5416.00,0.93,0.90,0.133,[Fe/H],4.45,523.0670000,13.8321000
HATS-63 b,HATS-63,1,1,1,Transit,2018,HATSouth,3.05665270,0.040260,13.529,305.11680,0.136000,634.10,1398,,5627.00,1.07,0.93,0.081,[Fe/H],4.35,623.2320000,13.7213000
HATS-64 b,HATS-64,1,1,1,Transit,2018,HATSouth,4.90889700,0.065620,18.820,305.11680,0.151000,1711.00,1793,,6554.00,2.11,1.56,0.220,[Fe/H],3.98,1080.1500000,12.8390000
HATS-65 b,HATS-65,1,2,1,Transit,2018,HATSouth,3.10516100,0.044970,16.825,260.93843,0.062000,1178.00,1634,,6277.00,1.31,1.26,0.199,[Fe/H],4.30,493.3200000,12.3793000
HATS-66 b,HATS-66,1,1,1,Transit,2018,HATSouth,3.14143910,0.047140,15.816,1694.03390,0.064000,2637.00,1998,,6626.00,1.84,1.41,-0.017,[Fe/H],4.06,1477.9800000,14.0086000
HATS-67 b,HATS-67,1,1,1,Transit,2018,HATSouth,1.60917880,0.030320,18.887,460.85350,0.057000,3821.00,2193,,6594.00,1.44,1.44,0.332,[Fe/H],4.28,960.1090000,13.5596000
HATS-68 b,HATS-68,1,1,1,Transit,2018,HATSouth,3.58622020,0.050710,13.809,410.00070,0.036000,1521.00,1741,,6147.00,1.75,1.35,0.210,[Fe/H],4.08,603.9550000,12.1631000
HATS-69 b,HATS-69,1,1,1,Transit,2018,HATSouth,2.22525770,0.032110,10.593,183.38791,0.519000,466.60,1296,,5137.00,0.88,0.89,0.377,[Fe/H],4.50,414.5370000,13.7643000
HATS-7 b,HATS-7,1,1,1,Transit,2015,HATSouth,3.18531500,0.040120,6.311,38.13960,0.170000,,1084,K2,4985.00,0.81,0.85,0.250,[Fe/H],4.54,240.7070000,13.0499000
